Personality	Personalidad
Maxi Quiz n°3 The questions	Maxien cuestionario n°3 Las preguntas
Being Young	Ser joven
Reclosed	Cerrado nuevamente
My life in Paradise	Mi vida en el paraiso
God's CV	CV de Dios
Photos of 21.10.2010 C° Eliane	Fotos del 21.10.2010 C° Eliane
Reincarnation	Reencarnación
My garden	Mi jardin
Lyrical Pages	Páginas de letras
Success, instructions for use	Éxito, instrucciones de uso.
Maxi Quiz n°3 The answers	Maxien cuestionario n°3 Las respuestas
Brother Dom's Little Corner	El pequeño rincón del hermano Dom
Le Lien Urantien — Issue 53 — Winter 2010	Le Lien Urantien — Número 53 — Invierno 2010
Le Lien Urantien — Issue 53 — Winter 2010 — Contents	Le Lien Urantien — Número 53 - Invierno de 2010
United around a BOOK	Unidos en torno a un LIBRO
Brotherhood according to Theosophy	Fraternidad según la Teosofía
Are we ambassadors?	¿Somos embajadores?
The World of Mansions	El mundo de las casas
Maxi Quiz No. 4 The Questions	Maxien cuestionario n°4 Las preguntas
Prayers	Rezo
Poetry	Poesía
The 6th Adjutant Mental Spirit	El sexto espíritu mental ayudante
Comic Strip	Cómics humorísticos
Power Directors and Transcendentals	Directores de Poder y Trascendentales
Gliese 581	Gliese 581
Belgium 08/21/2010	Bélgica el 21/08/2010
RANTOWOC	RANTOWOC
Ganid	Ganid
Traits of Humor	Rasgos del humor
These Absurd Theories	Estas teorías absurdas
Maxi Quiz No. 4 The Answers	Maxien cuestionario n°4 Las respuestas
Brother Dom’s Little Corner	El pequeño rincón del hermano Dom
2011	2011
Le Lien Urantien — Issue 54 — Spring 2011	Le Lien Urantien — Número 54 — Primavera 2011
Le Lien Urantien — Issue 54 — Spring 2011 — Contents	Le Lien Urantien — Número 54 — Primavera de 2011
The Eternal	El Señor
Being Effective	Sea eficiente
The Deity	La deidad
Semi 2	Semi 2
Maxi Quiz #5 Questions	Quiz Maxien n°5 Las preguntas
Twilight	Crepúsculo
Forgive	Perdonar
Forgive	Perdonar
The Praise of Fatigue	El elogio del cansancio
On Understanding The Urantia Book	Sobre la comprensión del Libro de Urantia
The Resurrection of Ganid	La resurrección de Ganid
Universal Levels of Reality	Niveles universales de realidad
The Little Voice	La pequeña voz
Excerpts from The Life of the Masters	Extractos de Las vidas de los maestros
The Feminine Nature	Naturaleza femenina
Maxi Quiz #5 Answers	Maxien cuestionario n°5 Las respuestas
Brother Dom’s Little Corner	El pequeño rincón del hermano Dom
Le Lien Urantien — Issue 55 — Summer 2011	Le Lien Urantien — Número 55 — Verano 2011
Le Lien Urantien — Issue 55 — Summer 2011 — Contents	El vínculo uraniano — Número 55 — Verano de 2011
Paul and the Eternal Feminine	Pablo y el Eterno Femenino
The Heavenly Funerals	El funeral celestial
In the Footsteps of Paul	Tras los pasos de Pablo
Light 05-08 May 2011	Luz 05-08 de mayo de 2011
Maxi Quiz #6 Questions	Maxien cuestionario n°6 Las preguntas
The Immanence of God in Me	La inmanencia de Dios en mí.
The Blue Book	El libro azul
The WOMAN	La MUJER
The Year 1955, The Urantia Book….and the Poet	El año 1955, el Libro de Urantia….y el poeta
Race to the Other Earth	Carrera hacia la otra Tierra
Light 04-06 May 2011 (01)	Luz 4-06 de mayo de 2011 (01)
And God created woman...	Y Dios creó a la mujer...
Theosophical Review	Revisión teosófica
Maxi Quiz No. 6 The answers	Maxien cuestionario n°6 Las respuestas
Brother Dom’s Little Corner	El pequeño rincón del hermano Dom
Le Lien Urantien — Issue 56 — Autumn 2011	Le Lien Urantien — Número 56 — Otoño 2011
Le Lien Urantien — Issue 56 — Autum 2011 — Contents	El vínculo uraniano – Número 56 – Otoño de 2011
Travel Words	Palabras de viaje
Chicago, Paul and the Eternal Feminine	Chicago, Paul y lo eterno femenino
The Little Beatitudes	Las pequeñas bienaventuranzas
Chicago Symposium 2011	Simposio de Chicago 2011
Maxi Quiz No. 7 The questions	Maxien Quiz n°7 Las preguntas
You have value in my eyes	Eres valioso para mi
Ancient Prayers	Oraciones antiguas
Interview with God	Entrevista con Dios
A marvelous assembly	Una asamblea maravillosa
The hymn to love	El himno al amor.
The Universe and Nature, a mechanism of laws	El Universo y la Naturaleza, un mecanismo de leyes
The Woman	La mujer
Michael’s Birthday	El cumpleaños de miguel
Absolutely nothing and Me	Absolutamente nada y yo
Praise of the woman	Alabanza de la mujer
Jesus and women	Jesus y las mujeres
The return of the goddess	El regreso de la diosa
Chicago Symposium 2011 - Photos	Simposio de Chicago 2011 - Fotos
The Tupperware Saga	La saga de Tupperware
Maxi Quiz No. 7 The answers	Maxien Quiz n°7 Las respuestas
Caminante, no hay camino	Caminante, no hay camino
Le Lien Urantien — Issue 57 — Winter 2011	Le Lien Urantien — Número 57 — Invierno 2011
Le Lien Urantien — Issue 57 — Winter 2011 — Contents	Le Lien Urantien — Número 57 - Invierno de 2011
The President’s note	La nota del presidente
Paul and the Eternal Feminine (2)	Pablo y el Eterno Femenino (2)
Marie	Casado
Maxi Quiz n°8 The questions	Maxien Quiz n°8 Las preguntas
Exoplanets	Exoplanetas
The Seven Fundamental Realities (what is given)	Las Siete Realidades Fundamentales (lo que se da)
Genesis- Zizi - Computer	Génesis- Zizi - Computadora
The hymn to love (2)	El himno al amor (2)
The Journey of the Fathers	El viaje de los padres
Emergence - Pro Machiventa	Emergencia - Pro Maquiventa
Domaine de Châles	Domaine de Châles
The Etern-Feminine Wing	El ala eterna femenina
The Higgs boson	El bosón de Higgs
The Life of the Masters (extracts)	Las vidas de los maestros (extractos)
Quiz Maxien n°8 The answers	Maxien Quiz n°8 Las respuestas
Little Corner of Brother Dom’	El pequeño rincón del hermano Dom
2012	2012
Le Lien Urantien — Issue 58 — Spring 2012	Le Lien Urantien — Número 58 — Primavera 2012
Le Lien Urantien — Issue 58 — Spring 2012 — Contents	Le Lien Urantien — Número 58 — Primavera de 2012
The President's Note: Reunion	La nota del presidente: regreso a casa
Paul and the Eternal Feminine (3)	Pablo y el Eterno Femenino (3)
Philosophy Fundamental Concepts	Filosofía Conceptos fundamentales
Maxien Quiz No. 9 The Questions	Maxien Quiz n°9 Las preguntas
Artistic Scoop Free Interpretation "Adam-Eve"	Primicia artística Interpretación libre “Adán-Eva”
The Seven Fundamental Realities (what is given) Part II	Las Siete Realidades Fundamentales (lo dado) parte II
I have only you my "Father"	Sólo te tengo a ti mi “Padre”
Perpetual Calendar	Calendario perpetuo
The Sex of Angels	El sexo de los ángeles
Celebrating Life	Celebra la vida
The Impatient	Los impacientes
Tribute to François Dupont	Homenaje a François Dupont
My Attitude	Mi actitud
Everything Comes in Its Time	Todo llega a su tiempo.
The Prayer of Consent	La oración de consentimiento
The First Sentence of The Urantia Book	La primera frase del Libro de Urantia
Maxien Quiz No. 9 The Answers	Maxien Quiz n°9 Las respuestas
Brother Dom's Little Corner	El pequeño rincón del hermano Dom
Le Lien Urantien — Issue 59 — Summer 2012	Le Lien Urantien — Número 59 — Verano 2012
Le Lien Urantien — Issue 59 — Summer 2012 — Contents	Le Lien Urantien — Número 59 — Verano de 2012
The President's Note: Reunion	La nota del presidente: regreso a casa
La Neylière and Psychic Circles	La Neylière y los círculos psíquicos
Being Well	Estar bien
Self-Esteem	Autoestima
Maxien Quiz No. 10 The Questions	Maxien Quiz n°10 Preguntas
The Seven Fundamental Realities (what is given) Part III	Las Siete Realidades Fundamentales (lo que se da) parte III
Selected Excerpts	Piezas seleccionadas
La Neylière 2012	La Neylière 2012
Trust	Confianza
The Breath of God	El aliento de Dios
Self-esteem I	Autoestima yo
Empathy and Leadership	Empatía y Liderazgo
Quiz Maxien n°10 The answers	Maxien Quiz n°10 Las respuestas
Brother Dom's Little Corner	El pequeño rincón del hermano Dom
Le Lien Urantien — Issue 60 — Autumn 2012	Le Lien Urantien — Número 60 — Otoño 2012
Le Lien Urantien — Issue 60 — Autum 2012 — Contents	Le Lien Urantien — Número 60 – Otoño de 2012
The President’s note: Re	La nota del Presidente: Re
Artisans of Peace	Pacificadores
Suicide	Suicidio
Peace Initiatives	Iniciativas de paz
Quiz Maxien n°11 The questions	Maxien Quiz n°11 Las preguntas
The Seven Fundamental Realities part IV	Las Siete Realidades Fundamentales parte IV
Saint Philippe Néri	San Felipe Neri
An evening at the Neylière	Una velada en Neylière
The art of blessing	El arte de bendecir
Some passages from LU	Algunos pasajes del LU
In the footsteps of Jesus (fiction)	Tras las huellas de Jesús (ficción)
Self-esteem II	Autoestima II
Belgian meeting August 19, 2012	Reunión belga 19 de agosto de 2012
History	Historia
Quiz Maxien n°11 The answers	Maxien Quiz n°11 Las respuestas
Brother Dom's Little Corner	El pequeño rincón del hermano Dom
Le Lien Urantien — Issue 61 — Winter 2012	Le Lien Urantien — Número 61 — Invierno 2012
Le Lien Urantien — Issue 61 — Winter 2012 — Contents	El vínculo uraniano – Número 61 – Invierno de 2012
The President’s note: Rapprochement	La nota del Presidente: Reconciliación
Knowledge and Consciousness!	¡Conocimiento y Conciencia!
Free Will	Libre albedrío
When I Can Say...	Cuando puedo decir...
Quiz Maxien n°12 The Questions	Maxien Quiz n°12 Las preguntas
The Seven Fundamental Realities Part V	Las Siete Realidades Fundamentales parte V
Puns on Christianity	Juegos de palabras sobre el cristianismo
The Day When	El día en que
Conscience	Conciencia
Quiz Maxien n°11 The Answers 8 to 18 (updated)	Maxien Quiz n°11 Respuestas 8 a 18 (actualizado)
I Would Like to Dress Myself in God	Quisiera vestirme de dios
Self-Esteem III	Autoestima III
To Ask for Good Humor	Para pedir buen humor
Quiz Maxien n°12 The Answers	Maxien Quiz n°12 Las respuestas
Brother Dom’s Little Corner	El pequeño rincón del hermano Dom
2013	2013
Le Lien Urantien — Issue 62 — Spring 2013	Le Lien Urantien — Número 62 — Primavera 2013
Le Lien Urantien — Issue 62 — Spring 2013 — Contents	El vínculo urantiano – Número 62 – Primavera de 2013
The President's Note: Our Meeting Groups	Nota del Presidente: Nuestros grupos de encuentro
Love, Gratitude and Light	Amor, Gratitud y Luz
On Love I	Sobre el amor yo
The Sower	El sembrador
Maxian Quiz No. 13 The Questions	Maxien Quiz n°13 Las preguntas
The Seven Fundamental Realities VI	Las Siete Realidades Fundamentales VI
Jesus' Report Card	Boletín de calificaciones de Jesús
In the Light	En la luz
The Agondontarians	Los agondontaires
Love: The Heart of God	Amor: El Corazón de Dios
Pontius Pilate	Poncio Pilato
GRATITUDE	GRATITUD
Morning Prayer	Oración de la mañana
Our Christian Civilization is in Danger	Nuestra civilización cristiana está en peligro
Maxian Quiz No. 13 The Answers	Maxien Quiz n°13 Las respuestas
Brother Dom's Little Corner: The Part of the Dream	El pequeño rincón del hermano Dom: la parte del sueño
Le Lien Urantien — Issue 63 — Summer 2013	Le Lien Urantien — Número 63 — Verano 2013
Le Lien Urantien — Issue 63 — Summer 2013 — Contents	Le Lien Urantien — Número 63 — Verano de 2013
Abundance of Articles	Abundancia de artículos
On Love II	Sobre el amor II
God gives the Adjuster	Dios le dio al Ajustador
Maxian Quiz No. 14 The Questions	Maxien Quiz n°13 Las preguntas
The Seven Fundamental Realities VII	Las Siete Realidades Fundamentales VII
Pontius Pilate (Part 2)	Poncio Pilato (segunda parte)
Being Born of Spirit	Nacido del espíritu
The Reality of Personality	La realidad de la personalidad
Causes, Effects	Las causas, los efectos.
Deity - Divinity	Deidad - Divinidad
Rules for Being Human	Reglas para ser humano
Gay Marriage	Matrimonio homosexual
Maxian Quiz No. 14 The Answers	Maxien Quiz n°13 Las respuestas
Brother Dom's Little Corner Dom’ One Word!	El rincón del hermano pequeño Dom ¡Solo una palabra!
Le Lien Urantien — Issue 64 — Autumn 2013	Le Lien Urantien — Número 64 — Otoño 2013
Le Lien Urantien — Issue 64 — Autum 2013 — Contents	Le Lien Urantien — Número 64 – Otoño de 2013
The President’s Note Salon	Salón La nota del Presidente
Love, Gratitude and Light	Amor, Gratitud y Luz
On Love III	Sobre el amor III
Quiz Maxien n°15 The questions	Maxien Quiz n°15 Las preguntas
The Seven Fundamental Realities VII	Las Siete Realidades Fundamentales VII
The Reality of Personality II	La realidad de la personalidad II
Awakened to the fullness of life	Despertado a la plenitud de la vida.
The causes, the effects II	Causas, efectos II
The fairy	El hada
Quiz Maxien n°15 The answers	Maxien Quiz n°15 Las respuestas
Brother Dom’s Little Corner The Truth	El pequeño rincón del hermano Dom La verdad
Le Lien Urantien — Issue 65 — Winter 2013	Le Lien Urantien — Número 65 — Invierno 2013
Le Lien Urantien — Issue 65 — Winter 2013 — Contents	Le Lien Urantien — Número 65 - Invierno de 2013
The President’s Note Lumière	La nota del presidente Lumière
Love, again and again	Amor, una y otra vez
On Love IV	Sobre el amor IV
Quiz Maxien n°16 The questions	Maxien Quiz n°16 Preguntas
The Seven Fundamental Realities VIII	Las Siete Realidades Fundamentales VIII
The Power of Love	El poder del amor
Life	La vida
The Lotus Temple	El templo del loto
War Doctor	Médico de guerra
The causes, the effects III	Causas, efectos III
Death does not exist	La muerte no existe
Quiz Maxien n°16 The answers	Maxien Quiz n°16 Las respuestas
Brother Dom’s Little Corner Reading	El pequeño rincón de lectura del hermano Dom
2014	2014
Le Lien Urantien — Issue 66 — Spring 2014	Le Lien Urantien — Número 66 — Primavera 2014
Le Lien Urantien — Issue 66 — Spring 2014 — Contents	El vínculo urantiano – Número 66 – Primavera de 2014
The President's note General Appeal	Nota del Presidente Convocatoria General
Traffic jam	Atasco de tráfico
On Love V	Sobre el amor V
Quiz Maxien n°17 ​​The questions	Maxien Quiz n°17 Preguntas
The Seven Fundamental Realities IX	Las siete realidades fundamentales IX
Wise words (Khalil Gibran)	Sabias palabras (Khalil Gibran)
The LU and science	LU y la ciencia
The Project of Life	El proyecto de vida
The Olympic Values	Valores olímpicos
The causes, the effects IV	Causas, efectos IV
Quiz Maxien n°17 ​​The answers	Maxien Quiz n°17 Las respuestas
Brother Dom's Little Corner The Question!	El rincón del hermano pequeño Dom ¡La pregunta!
Le Lien Urantien — Issue 67 — Summer 2014	Le Lien Urantien — Número 67 — Verano 2014
Le Lien Urantien — Issue 67 — Summer 2014 — Contents	Le Lien Urantien — Número 67 — Verano de 2014
The President's note General Appeal	Nota del Presidente Convocatoria General
Editorial	Editorial
Another vision of the universe	Otra visión del universo.
Hindu philosophy Principles	Principios de la filosofía hindú
Quiz Maxien n°18 The questions	Maxien Quiz n°18 Preguntas
The Seven Fundamental Realities X	Las siete realidades fundamentales
The Deity	La deidad
Serenity	Serenidad
Buddhist philosophy Mindfulness	Filosofía Budista Mindfulness
The consecration of choice	La consagración de la elección
Small philosophical survival kit (Alexandra Ahouandjinou)	Pequeño kit de supervivencia filosófica (Alexandra Ahouandjinou)
In You	En ti
The causes, the effects V	Causas, efectos V
Quiz Maxien n°18 The answers	Maxien Quiz n°18 Las respuestas
Brother Dom's Little Corner The Question!	El rincón del hermano pequeño Dom ¡La pregunta!
Le Lien Urantien — Issue 68 — Autumn 2014	Le Lien Urantien — Número 68 — Otoño 2014
Le Lien Urantien — Issue 68 — Autum 2014 — Contents	Le Lien Urantien — Número 68 – Otoño de 2014
The President's Note Summary Jura meeting	El cargo del Presidente Resumen de la reunión del Jura
Editorial	Editorial
Resurrections of mortals after physical death	Resurrecciones de los mortales después de la muerte física.
Quiz Maxien n°19 The questions	Maxien Quiz n°19 Preguntas
The Seven Fundamental Realities XI	Las Siete Realidades Fundamentales XI
The New Jerusalem	La nueva Jerusalén
On the revised translation	De la traducción revisada
Prayer	Oración
On freedom and the mode of evolution of civilization	Sobre la libertad y el modo de evolución de la civilización
Mandela, Gandhi, M.L. King... And Jesus?	Mandela, Gandhi, M.L. King... ¿Y Jesús?
Quiz Maxien n°19 The answers	Maxien Quiz n°19 Las respuestas
Brother Dom's Little Corner Enjoyment!	¡El pequeño rincón del hermano Dom!
Le Lien Urantien — Issue 69 — Winter 2014	Le Lien Urantien — Número 69 — Invierno 2014
Le Lien Urantien — Issue 69 — Winter 2014 — Contents	Le Lien Urantien — Número 69 — Invierno de 2014
The President's Note All my best wishes	Nota del Presidente Todos mis mejores deseos
To God!	Despedida !
Quiz Maxien n°20 The questions	Maxien Quiz n°20 Preguntas
The Urantia Book in Study Groups	El libro de Urantia en grupos de estudio
Map of consciousness	Mapa de conciencia
The Hummingbird Movement	El movimiento del colibrí
The Shamengo team	El equipo de Shamengo.
Quiz Maxien n°20 The answers	Maxien Quiz n°19 Las respuestas
Brother Dom's Little Corner The latest one!	El rincón del hermano Dom ¡El más joven!
2015	2015
Le Lien Urantien — Issue 70 — Spring 2015	Le Lien Urantien — Número 70 — Primavera 2015
Le Lien Urantien — Issue 70 — Spring 2015 — Contents	Le Lien Urantien — Número 70 - Primavera de 2015
The President's Word	Una palabra del presidente
MAXIEN Quiz #21 and Last — Questions	MAXIEN Quiz n²21 y último — Preguntas
Thoughts on the Art of Merging	Reflexiones sobre el arte de fusionar
Quiz #21 — Answers	Prueba n.º 21: Respuestas
Le Lien Urantien — Issue 71 — Autumn 2015	Le Lien Urantien — Número 71 — Otoño 2015
Le Lien Urantien — Issue 71 — Autum 2015 — Contents	Le Lien Urantien — Número 71 – Otoño de 2015
Editorial	Editorial
Editorial Charter of the Link	Carta editorial del Enlace
Neylière Meeting	Reunión de Neylière
Extraordinary General Assembly	Asamblea General Extraordinaria
The Unconscious and the Superconscious	El inconsciente y el superconsciente
Interactive Study Group	Grupo de estudio interactivo
Publications on the Urantia Book	Publicaciones sobre el Libro de Urantia
Le Lien Urantien — Issue 72 — Winter 2015	Le Lien Urantien — Número 72 — Invierno 2015
Le Lien Urantien — Issue 72 — Winter 2015 — Contents	Le Lien Urantien — Número 72 - Invierno de 2015
Editorial	Editorial
Already 60 Years	Ya tengo 60 años
Bill Sadler's Study on Synthesis and Functional Coordination	El estudio de Bill Sadler sobre síntesis y coordinación funcional.
International Meeting of Quebec	Encuentro Internacional de Quebec
Consciousness — Self-Consciousness & God-Consciousness	Conciencia - Autoconciencia y Conciencia de Dios
Visit to Italy	Visita a Italia
Interactive Study Group: Second Series	Grupo de estudio interactivo: segunda serie
2016	2016
Le Lien Urantien — Issue 73 — March 2016	Le Lien Urantien — Número 73 — Marzo 2016Le Lien Urantien — Número 73 — Mars 2016
Le Lien Urantien — Issue 73 — March 2016 — Contents	Le Lien Urantien — Número 73 – Marzo de 2016
Editorial	Editorial
Following the Personality-Power Phenomenon	Siguiendo el fenómeno Personalidad-Poder
The Circuits of the Adjutant Mental Spirits	Los circuitos de los espíritus mentales ayudantes.
Pierrot	Pierrot
History of the French-speaking Movement in Europe	Historia del movimiento francófono en Europa
Role of Personality in Our Earthly Experience	Papel de la personalidad en nuestra experiencia terrenal.
Lumen	Lúmenes
European Conference in Budapest	Conferencia Europea de Budapest
Interactive Study Group: Third Series	Grupo de estudio interactivo: tercera serie
About the UBIS School	Acerca de la escuela UBIS
UBIS School Courses for the April Quarter	Cursos escolares de la UBIS para el semestre de abril
Le Lien Urantien — Issue 74 — June 2016	Le Lien Urantien — Número 74 — Junio 2016
Le Lien Urantien — Issue 74 — June 2016 — Contents	Le Lien Urantien — Número 74 – Junio de 2016
Editorial	Editorial
Effectively Revealing the Truth	Revelar eficazmente la verdad
Day and Period	Día y período
Another Vision of the Universe	Otra visión del universo
Friendship	Amistad
The Translation of The Urantia Book: State of Play	Traducción de El libro de Urantia: situación actual
The Diffusion of the Urantia Book in the World Projection 2015-2100	Proyección mundial de la difusión del Libro de Urantia 2015-2100
Interactive Study Group	Grupo de estudio interactivo
Italo-Franco-Swiss Congress	Congreso Italo-Franco-Suizo
Le Lien Urantien — Issue 75 — September 2016	Le Lien Urantien — Número 75 — Septiembre 2016
Le Lien Urantien — Issue 75 — September 2016 — Contents	Le Lien Urantien — Número 75 – Septiembre de 2016
Editorial	Editorial
Should We Be Afraid of Islam?	¿Deberías tener miedo del Islam?
Brief Reflections on Time	Breves reflexiones sobre el tiempo
ABFU Review and Resignation	Evaluación y renuncia a la ABFU
Spiritual Love	Amor espiritual
Goodbye Bernhard	Adiós Bernhard
Chales National Meeting	Encuentro Nacional de Chalès
2016 General Assembly Report	Informe de la Asamblea General de 2016
2016 Scientific Symposium in Chicago	Simposio Científico 2016 en Chicago
Unicellular Organism The Cambrian Explosion — Nanomachines	Organismo unicelular La explosión del Cámbrico — Nanomáquinas
Le Lien Urantien — Issue 76 — December 2016	Le Lien Urantien — Número 76 — Dieciembre 2016
Le Lien Urantien — Issue 76 — December 2016 — Contents	Le Lien Urantien — Número 76 – Diciembre de 2016
Editorial	Editorial
Budapest Conference Report	Informe de la Conferencia de Budapest
AFLLU 2015 Income Statement	Cuenta de resultados AFLLU 2015
Meeting in Italy Report	Informe de la reunión en Italia
Sub-Saharan Africa, Fertile Land for the Teachings of The Urantia Book	África subsahariana, tierras fértiles para las enseñanzas del Libro de Urantia
Meeting with Ade Awoyinka	Encuentro con Ade Awoyinka
Revealed Religion	Religión revelada
The Urantia Book in Cameroon	El libro de Urantia en Camerún
The Urantia Book in Burkina Faso	El libro de Urantia en Burkina Faso
Testimony from Ivory Coast	Testimonio de Costa de Marfil
How to Live with an Open Mind	Cómo vivir con una mente abierta
Implication of Free Will in the Cosmos	Implicaciones del libre albedrío en el cosmos
2017	2017
Le Lien Urantien — Issue 77 — March 2017	Le Lien Urantien — Número 77 — Marzo 2017
Le Lien Urantien — Issue 77 — March 2017 — Contents	Le Lien Urantien — Número 77 – Marzo de 2017
Editorial	Editorial
Jesus the Man	Jesús el hombre
Personality Research	Investigación de la personalidad
Parable “In the Way of Jesus”	Parábola “En el camino de Jesús”
From Primitive Prayer to Ethical Prayer: My Personal Experience	De la oración primitiva a la oración ética: mi experiencia personal
The Benefits of Group Prayer	Los beneficios de la oración en grupo
Le Lien Urantien — Issue 78 — June 2017	Le Lien Urantien — Número 78 — Junio 2017
Le Lien Urantien — Issue 78 — June 2017 — Contents	Le Lien Urantien — Número 78 – Junio de 2017
Editorial	Editorial
The Part Advances the Whole	La parte hace avanzar el todo
UBIS The Framework of Study — Pedagogy	UBIS El marco de estudio — Pedagogía
Planetary Overpopulation	Superpoblación planetaria
The Urantia Book: Corrections to the 1955 Text	El libro de Urantia: Correcciones al texto de 1955
10th International Conference of the UAI Association — Amsterdam, The Netherlands	Décima Conferencia Internacional de la Asociación UAI — Amsterdam Países Bajos
The Spiritual Brain	El cerebro espiritual
Le Lien Urantien — Issue 79 — September 2017	Le Lien Urantien — Número 79 — Septiembre 2017
Le Lien Urantien — Issue 79 — September 2017 — Contents	Le Lien Urantien — Número 79 – Septiembre de 2017
Editorial	Editorial
AFLLU Annual Meeting	Reunión anual de la AFLLU
Third Italian Readers’ Congress	Tercer Congreso de Lectores Italianos
Assembly of God	Asamblea de Dios
Belief and Faith	Creencia y fe
The UBIS Experience	La experiencia UBIS
Our Educational Imperatives	Nuestros imperativos educativos
Report of the 2017 National Meeting	Informe del Encuentro Nacional 2017
Le Lien Urantien — Issue 80 — December 2017	Le Lien Urantien — Número 80 — Dieciembre 2017
Le Lien Urantien — Issue 80 — December 2017 — Contents	Le Lien Urantien — Número 80 – Diciembre de 2017
Editorial	Editorial
The Universe Is There, Chance Has Nothing to Do With It	El universo está ahí, el azar no tiene nada que ver con él.
The Term “Tension” Can It Enlighten Us on the Trinity	¿Puede el término “tensión” iluminarnos sobre la Trinidad?
Questioning God the Sevenfold and Other Definitions	Preguntas sobre Dios Séptuple y otras definiciones
Meeting in Italy	Reunión en Italia
European Meeting in Spain	Encuentro europeo en España
Toulon Book Fair	Feria del Libro de Tolón
2018	2018
Le Lien Urantien — Issue 81 — March 2018	Le Lien Urantien — Número 81 — Marzo 2018
Le Lien Urantien — Issue 81 — March 2018 — Contents	Le Lien Urantien — Número 81 – Marzo de 2018
Editorial	Editorial
Jean Royer has left us	Jean Royer nos ha dejado
Tribute to Jean Royer	Homenaje a Jean Royer
Dear Jean	Querido Jean
Returning to God	Volver a dios
My Mind is Pitiful	Mi mente es lamentable
To you, Universal Father, To you, Supreme Mother	A ti Padre Universal, A ti Madre Suprema
Original Concepts	Conceptos originales
Death	Muerte
Le Lien Urantien — Issue 82 — June 2018	Le Lien Urantien — Número 82 — Junio 2018
Le Lien Urantien — Issue 82 — June 2018 — Contents	Le Lien Urantien — Número 82 – Junio de 2018
Editorial	Editorial
The Truth personally discovered	Verdad personal descubierta
In Search of the Beyond	En busca del más allá
The Child Jesus and the Doctors of the Law	El niño Jesús y los doctores de la Ley
Being Sensitive to the Personality Circuit	Sea sensible al circuito de la Personalidad
The Dropper, the Spoon and the Shovel	El cuentagotas, la cuchara y la pala
The International Meeting in Amsterdam	El encuentro internacional en Amsterdam
IV Congress in Italy	IV Congreso en Italia
Le Lien Urantien — Issue 83 — September 2018	Le Lien Urantien — Número 83 — Septiembre 2018
Le Lien Urantien — Issue 83 — September 2018 — Contents	Le Lien Urantien — Número 83 – Septiembre de 2018
Editorial	Editorial
Annual Meeting of the AFLLU	Reunión anual de la AFLLU
Studying The Urantia Book in Groups	Estudio grupal del libro de Urantia
Prayer in the Form of a Poem	Oración en forma de poema
Electrons-Neutrons-Protons	Electrones-Neutrones-Protones
The Birth of the Spirit	El nacimiento del espíritu
News from Cameroon	Noticias de Camerún
Le Lien Urantien — Issue 84 — December 2018	Le Lien Urantien — Número 84 — Dieciembre 2018
Le Lien Urantien — Issue 84 — December 2018 — Contents	Le Lien Urantien — Número 84 — Diciembre de 2018
Editorial	Editorial
She Trembles on the Edge	Ella se estremece al borde
Visit to England	Visita a inglaterra
Visit to Italy	Visita a Italia
All These Trips in Europe	Todos estos viajes a Europa
Our Adventure	Nuestra Aventura
Studying The Urantia Book. What For?	Estudien el Libro de Urantia. ¿Para qué hacer?
The Parables	Las parábolas
2019	2019
Le Lien Urantien — Issue 85 — March 2019	Le Lien Urantien — Número 85 — Marzo 2019
Le Lien Urantien — Issue 85 — March 2019 — Contents	Le Lien Urantien — Número 85 – Marzo de 2019
Editorial	Editorial
Lecture in Tallinn	Conferencia en Tallin
One Ridge Can Hide Another	Una cresta puede ocultar otra
The Parables	Las parábolas
How Long Until Heaven	¿Cuánto falta para el cielo?
Our Adventure	Nuestra Aventura
AFLLU Annual Meeting At Notre Dame des Lumières	Reunión Anual de la AFLLU en Notre Dame des Lumières
Le Lien Urantien — Issue 86 — June 2019	Le Lien Urantien — Número 86 — Junio 2019
Le Lien Urantien — Issue 86 — June 2019 — Contents	Le Lien Urantien — Número 86 – Junio de 2019
Editorial	Editorial
The Symbolism of Numbers	El simbolismo de los números.
Energy and Food	Energía y Alimentos
Time, Energy and Matter	Tiempo, energía y materia
A Love Story	Una historia de amor
The World Cultural Symposium	El Simposio Cultural Mundial
Our Adventure	Nuestra Aventura
Le Lien Urantien — Issue 87 — September 2019	Le Lien Urantien — Número 87 — Septiembre 2019
Le Lien Urantien — Issue 87 — September 2019 — Contents	Le Lien Urantien — Número 87 — Septiembre de 2019
Editorial	Editorial
Havona and Heaven	Havona y el paraíso
Growth in the Kingdom of Heaven	Crecimiento en el Reino de los Cielos
Study on Guardian Angels	Estudio sobre ángeles guardianes
Report of the AFLLU Ordinary General Meeting	Acta de la Asamblea General Ordinaria de la AFLLU
Meeting in Italy Vth Congress	Reunión En Italia V Congreso
Communication by Johana August 21, 2019	Comunicación de Johana 21 de agosto de 2019
The Urantia Book Is a Bulky Book	El libro de Urantia es un libro voluminoso
Le Lien Urantien — Issue 88 — December 2019	Le Lien Urantien — Número 88 — Dieciembre 2019
Le Lien Urantien — Issue 88 — December 2019 — Contents	Le Lien Urantien — Número 88 — Diciembre de 2019
Editorial	Editorial
On the First Moments of Survival	Sobre los primeros momentos de supervivencia
When Are We Granted Personality?	¿Cuándo se nos concede la personalidad?
When Are We Granted Personality?	¿Cuándo se nos concede la personalidad?
Some information about Urantia Foundation	Alguna información sobre la Fundación Urantia
Search, Discover, Understand	Buscar, descubrir, comprender
